Title,Author,Citation,Issue,Type ,Description
Bottom-up Goal Setting,"Lewis, Sarah;Mathapo, Gail;Purcell, Rachel",22 AALL Spectrum 22 (2017-2018),Issue 6,article,
What a Technical Services Librarian Wants Their Library Director to Know,"Briscoe, Georgia",22 AALL Spectrum 27 (2017-2018),Issue 6,article,
Publishing Basics: How to Get Started & Where to Begin,"Dalton, Shamika;Villagran, Michele A. L.",22 AALL Spectrum 30 (2017-2018),Issue 6,article,
Leader Profile: Finding the Right Fit,,22 AALL Spectrum 34 (2017-2018),Issue 6,notes,Leadership
Ask a Director: Developing Soft Skills,"Anders, Kelly Lynn",22 AALL Spectrum 38 (2017-2018),Issue 6,notes,Leadership
AALL Gallagher Award Celebrates Outstanding Achievement,"Cosby, Michelle",22 AALL Spectrum 40 (2017-2018),Issue 6,notes,Leadership
Achievements in Legal Literature,"Davey, John H.",22 AALL Spectrum 43 (2017-2018),Issue 6,notes,Leadership
2018 AALL Hall of Fame,"Knecht, Elaine M.",22 AALL Spectrum 44 (2017-2018),Issue 6,notes,Leadership
3 Tech-Savvy Ways Law Librarians Can Shake up the Status Quo,"Kroski, Ellyssa",22 AALL Spectrum 46 (2017-2018),Issue 6,notes,Technology
Vendor Voice: Darts-ip on the Need for Global Information on IP Cases,,22 AALL Spectrum 49 (2017-2018),Issue 6,notes,Business Edge
Reference Desk: Navigating the AALL Annual Meeting,"Johnson, Liz McCurry;Knight, Dolly M.;Nash, Maribel",22 AALL Spectrum 52 (2017-2018),Issue 6,notes,Business Edge
,,23 AALL Spectrum [i] (2018-2019),,titlepage,Title Page
Adopting Innovation: Where Do You Fall on the Curve,"Niedringhaus, Kristina L.",23 AALL Spectrum 1 (2018-2019),Issue 1,notes,Editor's Note
,,23 AALL Spectrum 2 (2018-2019),Issue 1,contents,Table of Contents
Capitalizing on Our Strengths: Demonstrating Our Unique Skills and Expertise,"Cadmus, Femi",23 AALL Spectrum 5 (2018-2019),Issue 1,comments,President's Message 
Trending Librarian Scholarship,,23 AALL Spectrum 7 (2018-2019),Issue 1,notes,Up Front
Shelf Life Innovation Recs,,23 AALL Spectrum 8 (2018-2019),Issue 1,notes,Up Front  
News & Notes AALL Executive Board Actions,,23 AALL Spectrum 10 (2018-2019),Issue 1,notes,Up Front
Clicks Essential Apps for your Workday: Members Pick Four,,23 AALL Spectrum 13 (2018-2019),Issue 1,notes,Up Front
Member Profile:  Courtney Selby,,23 AALL Spectrum 14 (2018-2019),Issue 1,notes,Up Front 
Putting Artificial Intelligence to Work in Law Firms,"Walters, Ed;Wright, Morgan",23 AALL Spectrum 16 (2018-2019),Issue 1,article,
Data-Driven Decision Making: Getting Started with Reference Tracking Systems & Data Analytics,"Atchison, Amy;Liebert, June H.",23 AALL Spectrum 20 (2018-2019),Issue 1,article,
Let's Teach Our Students Legal Technology: but What Should We Include,"Diamond, Randy J.;Fox, Darin;Hirsh, Kenneth J.;Kuehl, Heidi Frostestad;Robak, Michael",23 AALL Spectrum 23 (2018-2019),Issue 1,article,
Cannabis Law & Lawyering:  Developments in 2018,"Russell, Emilie",23 AALL Spectrum 29 (2018-2019),Issue 1,article,
Leader Profile Calling for an Encore,,23 AALL Spectrum 32 (2018-2019),Issue 1,notes,Leadership
Ask a Director,"Lastres, Steven A.",23 AALL Spectrum 36 (2018-2019),Issue 1,notes,Leadership
Kind of a Big Deal,"Laskowski, Casandra",23 AALL Spectrum 38 (2018-2019),Issue 1,notes,Advocacy
Body of Knowledge,,23 AALL Spectrum 40 (2018-2019),Issue 1,notes,Education
Vendor Voice Justly's Plan to Improve Legal Services Pricing,,23 AALL Spectrum 43 (2018-2019),Issue 1,notes,Business Edge
Reference Desk Tackling New Technology,"Knight, Dolly M. ;Nash, Maribel",23 AALL Spectrum 46 (2018-2019),Issue 1,notes,Business Edge
Homegrown Leadership Tapping Internal Talent,,23 AALL Spectrum 1 (2018-2019),Issue 2,notes,Editor's Note
,,23 AALL Spectrum 2 (2018-2019),Issue 2,contents,Table of Contents
Thriving in the Midst of Change Enter the Resilient and Inventive Librarian,"Cadmus, Femi",23 AALL Spectrum 5 (2018-2019),Issue 2,comments,President's Message
Trending: Law Firm CI,,23 AALL Spectrum 7 (2018-2019),Issue 2,notes,Up Front
Shelf Life: Prodev Recs,,23 AALL Spectrum 8 (2018-2019),Issue 2,notes,Up Front
News & Notes: AALL Appoints New Executive Director,,23 AALL Spectrum 9 (2018-2019),Issue 2,notes,Up Front
Member Profile: Eric Yap,,23 AALL Spectrum 10 (2018-2019),Issue 2,notes,Up Front
Clicks: Essential Apps for Your Workday. Members Pick Four,,23 AALL Spectrum 11 (2018-2019),Issue 2,notes,Up Front
"Changing Data, Evolving Librarians","Applebaum, Zena",23 AALL Spectrum 12 (2018-2019),Issue 2,article,
Learning from Crucible Moments to Become Better Crisis Leaders,"Bell, Steven J.",23 AALL Spectrum 16 (2018-2019),Issue 2,article,
Strategic Planning: Using SWOT or SOAR Analysis to Improve Your Organization,"Cosby, Michelle",23 AALL Spectrum 20 (2018-2019),Issue 2,article,
Leader Profile Challenging the Status Quo,,23 AALL Spectrum 24 (2018-2019),Issue 2,notes,Leadership
Ask A Director Paying for Professional Development,"Sears, Mariann",23 AALL Spectrum 28 (2018-2019),Issue 2,notes,Leadership
Providing Legal Assistance in Times of Crisis,"Detweiler, Brian",23 AALL Spectrum 30 (2018-2019),Issue 2,notes,Education
Prefiltering vs. Postfiltering: Which Is the Best Method for Searching,"Rothenberg, Kevin",23 AALL Spectrum 34 (2018-2019),Issue 2,notes,Technology
Vendor Voice Speaking with Scannx,,23 AALL Spectrum 37 (2018-2019),Issue 2,notes,Business Edge
Reference Desk Making the Transition,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",23 AALL Spectrum 40 (2018-2019),Issue 2,notes,Business Edge
"New Year, New Changes: What Are Your Aspirations","Niedringhaus, Kristina L.",23 AALL Spectrum 1 (2018-2019),Issue 3,comments,Editor's Note
,,23 AALL Spectrum 2 (2018-2019),Issue 3,contents,Table of Contents
Forging Ahead with Momentum from Past Accomplishments,"Cadmus, Femi",23 AALL Spectrum 5 (2018-2019),Issue 3,comments,President's Message
Accessibility,"Olmstead-Rumsey, Emma",23 AALL Spectrum 7 (2018-2019),Issue 3,notes,Up Front: Trending
Vantage Point,"Joyner, Zanada",23 AALL Spectrum 8 (2018-2019),Issue 3,notes,Up Front: Member Profile
News & Notes,,23 AALL Spectrum 9 (2018-2019),Issue 3,notes,Up Front
Accessibility Recs,,23 AALL Spectrum 11 (2018-2019),Issue 3,notes,Up Front: Shelf Life
Shedding Light on Legal Research Accessibility for the Blind,"Seidler, Rena",23 AALL Spectrum 12 (2018-2019),Issue 3,article,
The Minority Leadership Development Award Effect: Catching up with the First 10 Years of Winners,"Matamoros, Alex Berrio;Nejdl, Clanitra Stewart",23 AALL Spectrum 16 (2018-2019),Issue 3,article,
"Conduct, Not Condition: Addressing Mental Illness in State Character & Fitness Bar Exams",,23 AALL Spectrum 20 (2018-2019),Issue 3,article,
Leader Profile,,23 AALL Spectrum 24 (2018-2019),Issue 3,notes,Leadership
Ask a Director: Making the Library More Accessible,"Shucha, Bonnie",23 AALL Spectrum 28 (2018-2019),Issue 3,notes,Leadership
Combining Innovation & Technology for Real Change,"Lowry, Katherine M.",23 AALL Spectrum 30 (2018-2019),Issue 3,notes,Technology: Talking Tech
ICLR's Effect on the Justice System,,23 AALL Spectrum 33 (2018-2019),Issue 3,notes,Business Edge: Vendor Voice
Should You Volunteer,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",23 AALL Spectrum 36 (2018-2019),Issue 3,notes,Business Edge: Reference Desk
Reimagining Education: Becoming a Lifelong Learner,"Niedringhaus, Kristina L.",23 AALL Spectrum 1 (2018-2019),Issue 4,comments,Editor's Note
,,23 AALL Spectrum 3 (2018-2019),Issue 4,contents,Table of Contents
Spring into Volunteering: AALL Has Several Opportunities for You to Make Your Mark,"Cadmus, Femi",23 AALL Spectrum 5 (2018-2019),Issue 4,comments,President's Message
AALL Education,,23 AALL Spectrum 7 (2018-2019),Issue 4,notes,Up Front: Trending
Vantage Point,,23 AALL Spectrum 8 (2018-2019),Issue 4,notes,Up Front: Member Profile
,,23 AALL Spectrum 9 (2018-2019),Issue 4,notes,Up Front: News & Notes
Career Recs,,23 AALL Spectrum 11 (2018-2019),Issue 4,notes,Up Front: Shelf Life
Pedagogical Lessons from Video Games,"Laskowski, Casandra M.",23 AALL Spectrum 12 (2018-2019),Issue 4,article,
Designing and Implementing Research Competency,"Downing, Nicole;Pal, Anupama;Tarves, Theresa",23 AALL Spectrum 15 (2018-2019),Issue 4,article,
Developing a Culturally Competent Legal Research Curriculum,"Dalton, Shamika;Nejdl, Clanitra Stewart",23 AALL Spectrum 18 (2018-2019),Issue 4,article,
Tackling Administrative Law Research,"Cheney, Mari;Krishnaswami, Julie Graves;Sowards, Jason R.",23 AALL Spectrum 22 (2018-2019),Issue 4,article,
Rising to the Challenge,,23 AALL Spectrum 28 (2018-2019),Issue 4,notes,Leadership: Leader Profile
Top Resources for Continuing Education,,23 AALL Spectrum 32 (2018-2019),Issue 4,notes,Leadership: Ask a Director
2019 AALL Annual Meeting: Capitalizing on Our Strengths,,23 AALL Spectrum 34 (2018-2019),Issue 4,notes,Education
"The GOALI Initiative: Removing the Barriers to Legal Research, Training, and Justice in Developing Countries","Johns, Lora;Quinones, Diana;Serindag, Yuksel;Stein, Stacia",23 AALL Spectrum 38 (2018-2019),Issue 4,notes,Education
Hosting a Successful Transcription Party,"Almeida, Jessica;Dyszlewski, Nicole P.;Hennen, Alisha",23 AALL Spectrum 42 (2018-2019),Issue 4,notes,Community
Creating a Culture for Innovation,"Brice, Kenton S.",23 AALL Spectrum 45 (2018-2019),Issue 4,notes,Technology: Talking Tech
Lucidea's Impressive Expansion,,23 AALL Spectrum 47 (2018-2019),Issue 4,notes,Business Edge: Vendor Voice
The Art of Co-Teaching,"Knight, Dolly M. ;Nash, Maribel;Vanderlin, Scott",23 AALL Spectrum 50 (2018-2019),Issue 4,notes,Business Edge: Reference Desk
,"Niedringhaus, Kristina L.",23 AALL Spectrum 1 (2018-2019),Issue 5,notes,Editor's Note
,,23 AALL Spectrum 2 (2018-2019),Issue 5,contents,Table of Contents
Championing Legal Information: Appreciating the Impact of AALL's Advocacy Efforts,"Cadmus, Femi",23 AALL Spectrum 5 (2018-2019),Issue 5,comments,President's Message
Error of the Day,,23 AALL Spectrum 7 (2018-2019),Issue 5,notes,Up Front: Trending
From the Treasurer: Looking Back and Moving Forward,"Willis, Jean L.",23 AALL Spectrum 8 (2018-2019),Issue 5,notes,Up Front: News & Notes
Tech Recs,,23 AALL Spectrum 11 (2018-2019),Issue 5,notes,Up Front: Shelf Life
Vantage Point,,23 AALL Spectrum 12 (2018-2019),Issue 5,notes,Up Front: Member Profile
Ask Your Friendly Library Chatbot,"Brammer, Robert;Mehlhorn, Saskia",23 AALL Spectrum 14 (2018-2019),Issue 5,article,
"The General Data Protection Regulation Is Here, and It's Not Going Anywhere","Dempsey, Shane",23 AALL Spectrum 18 (2018-2019),Issue 5,article,
Making the Switch to Open Source,"Ward, Keely;Wood, Morgan",23 AALL Spectrum 22 (2018-2019),Issue 5,article,
Mentoring the Next Generation,,23 AALL Spectrum 26 (2018-2019),Issue 5,notes,Leadership: Leader Profile
Tackling Technology Competencies,"Brown, Kincaid C.;Stemlar, Anne",23 AALL Spectrum 30 (2018-2019),Issue 5,notes,Leadership: Ask a Director
Meet Shon Hopwood,,23 AALL Spectrum 32 (2018-2019),Issue 5,notes,Education
Creating Library Spaces That Work,"Dyer, Lily;Harkins, Brian;Pal, Anupama",23 AALL Spectrum 36 (2018-2019),Issue 5,notes,Education
Litigation Analytics: Bringing Experience to New Tools,"Dewey, Michelle Hook;Flanagan, G. Patrick",23 AALL Spectrum 41 (2018-2019),Issue 5,notes,Technology: Talking Tech
AALL's Innovation Tournament,,23 AALL Spectrum 44 (2018-2019),Issue 5,notes,Technology
PowerNotes Is on a Mission to Make Legal Research More Efficient,,23 AALL Spectrum 49 (2018-2019),Issue 5,notes,Business Edge: Vendor Voice
Securing Buy-in,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",23 AALL Spectrum 52 (2018-2019),Issue 5,notes,Business Edge: Reference Desk
"Final Thoughts, New Beginnings","Niedringhaus, Kristina L.",23 AALL Spectrum 1 (2018-2019),Issue 6,notes,Editor's Note
,,23 AALL Spectrum 2 (2018-2019),Issue 6,contents,Table of Contents
The Legal Industry Landscape Is Changing Rapidly,"Cadmus, Femi",23 AALL Spectrum 5 (2018-2019),Issue 6,comments,President's Message
Trending,,23 AALL Spectrum 7 (2018-2019),Issue 6,notes,Up Front
Q&A Perspective,,23 AALL Spectrum 8 (2018-2019),Issue 6,notes,Up Front
Shelf Life,,23 AALL Spectrum 17 (2018-2019),Issue 6,notes,Up Front
Member Profile,,23 AALL Spectrum 18 (2018-2019),Issue 6,notes,Up Front
News & Notes,,23 AALL Spectrum 19 (2018-2019),Issue 6,notes,Up Front
Creating Successful Workplace Transitions,"Alexander, Andrea",23 AALL Spectrum 20 (2018-2019),Issue 6,article,
The Benefits of Collaborative Purchasing,"Lawless-Collins, Anna;Wight, Katy",23 AALL Spectrum 24 (2018-2019),Issue 6,article,
Embracing Messiness in the Law Library (without Abandoning the Checklist),"McClure, David;Steenken, Beau",23 AALL Spectrum 28 (2018-2019),Issue 6,article,
Leader Profile,,23 AALL Spectrum 32 (2018-2019),Issue 6,notes,Leadership
Ask a Director,"Broskey, Lorelei A.;Klinefelter, Anne",23 AALL Spectrum 36 (2018-2019),Issue 6,notes,Leadership
AALL Gallagher Award,"Knecht, Elaine M.",23 AALL Spectrum 38 (2018-2019),Issue 6,notes,Leadership
Achievements in Legal Literature,"Alayan, Kristina J.",23 AALL Spectrum 42 (2018-2019),Issue 6,notes,Leadership
2019 AALL Hall of Fame,"Lemann, Catherine",23 AALL Spectrum 44 (2018-2019),Issue 6,notes,Leadership
Breaking down the Presidental Records Act,"Lamdan, Sarah;Peros, Janet",23 AALL Spectrum 47 (2018-2019),Issue 6,notes,Advocacy
"Talking Tech: First Our Books, and Now Our Jobs","DiDomenico, Patrick;Lee, James",23 AALL Spectrum 50 (2018-2019),Issue 6,notes,Technology
Vendor Voice,,23 AALL Spectrum 53 (2018-2019),Issue 6,notes,Business Edge
Reference Desk: The Changing Law Library,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",23 AALL Spectrum 56 (2018-2019),Issue 6,notes,Business Edge
,,24 AALL Spectrum [i] (2019-2020),,titlepage,Title Page
Successfully Embracing Change: The Keys Are at Your Fingertips,"Lastres, Steven A.",24 AALL Spectrum 1 (2019-2020),Issue 1,notes,Editor's Note
,,24 AALL Spectrum 2 (2019-2020),Issue 1,contents,Table of Contents
Moving Forward: Unveiling Our New Strategic Plan,"Cosby, Michelle",24 AALL Spectrum 5 (2019-2020),Issue 1,comments,President's Message
Trending: Legal Innovation,,24 AALL Spectrum 7 (2019-2020),Issue 1,notes,Up Front
News & Notes,,24 AALL Spectrum 8 (2019-2020),Issue 1,notes,Up Front
Member Profile: Vantage Point,"Dewey, Michelle Hook",24 AALL Spectrum 12 (2019-2020),Issue 1,notes,Up Front
Shelf Life/Personal Inspirations Edition: Transformation of Law,,24 AALL Spectrum 13 (2019-2020),Issue 1,notes,Up Front
Data-Driven Legal Services: New Roles for Information Professionals to Make Law Firms More Competitive,"Walters, Ed;Lowry, Katherine",24 AALL Spectrum 14 (2019-2020),Issue 1,article,
The Transformation of the Law Firm: An Overview of the New Normal in Legal Services,"Shenkman, Evan J.",24 AALL Spectrum 18 (2019-2020),Issue 1,article,
Boost Your Cross-Selling Efforts with Technology & Smart Collaboration,"Kamien, David",24 AALL Spectrum 21 (2019-2020),Issue 1,article,
Leader Profile: Unmasking Michelle's Potential,,24 AALL Spectrum 24 (2019-2020),Issue 1,notes,Leadership
Ask a Director: Artificial Intelligence Trends to Watch in the Legal Industry,"Gebauer, Marlene",24 AALL Spectrum 28 (2019-2020),Issue 1,notes,Leadership
Continuing the Conversation on Diversity & Inclusion,"Dyszlewski, Nicole P.;Joyner, Zanada;Laporte, Joshua",24 AALL Spectrum 30 (2019-2020),Issue 1,notes,Community
Talking Tech: Upgrade Your Legal Tech IQ,"Le, Avery",24 AALL Spectrum 33 (2019-2020),Issue 1,notes,Technology
Using the Power of Storytelling to Shape Your Institution's Narrative,"de Perio Wittman, Jessica",24 AALL Spectrum 36 (2019-2020),Issue 1,article,Education
Vendor Voice: Putting Research Capabilities into Context,,24 AALL Spectrum 39 (2019-2020),Issue 1,notes,Business Edge
Practical Competitive Intelligence: Breaking down the Basics,"Miles, Kevin",24 AALL Spectrum 42 (2019-2020),Issue 1,notes,Business Edge
Reference Desk: Co-Worker Conundrum: The Slacker,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",24 AALL Spectrum 44 (2019-2020),Issue 1,notes,Business Edge
"112th AALL Annual Meeting: Washington, D.C.",,24 AALL Spectrum 48 (2019-2020),Issue 1,notes,Wild Card
The Rise of Data-Driven Legal Services,"Lastres, Steven A.",24 AALL Spectrum 1 (2019-2020),Issue 2,notes,Editor's Note
,,24 AALL Spectrum 2 (2019-2020),Issue 2,contents,Table of Contents
Using Data to Tell Your Story: Tap into AALL's Resources,"Cosby, Michelle",24 AALL Spectrum 5 (2019-2020),Issue 2,comments,President's Message
Trending: Inside Legal Research,,24 AALL Spectrum 7 (2019-2020),Issue 2,notes,Up Front
Member Profile: Vantage Point,"Matamoros, Alex Berrio",24 AALL Spectrum 8 (2019-2020),Issue 2,notes,Up Front
News & Notes,,24 AALL Spectrum 9 (2019-2020),Issue 2,notes,Up Front
"Inside the Black Box of Search Algorithms: A behind-the-Scenes Look at the Algorithms That Rank Results in Bloomberg Law, Fastcase, Lexis Advance, and Westlaw","Mart, Susan Nevelow;Breda, Joe;Walters, Ed;Sierra, Tito;Al-Kofahi, Khalid",24 AALL Spectrum 10 (2019-2020),Issue 2,article,
The Legal Analytics & Innovation Initiative: GSU College of Law's Cutting-Edge Data Analytics Courses Prepare Law Students for the Legal Jobs of Tomorrow,"Tucker, Anne;Chapman, Ben",24 AALL Spectrum 16 (2019-2020),Issue 2,article,
Promoting Data Competency in Law Firms: How Law Librarians Can Lead the Charge to Help Firms Master Data Analytics and New Legal Technologies,"Becker, Josh",24 AALL Spectrum 20 (2019-2020),Issue 2,article,
Law Librarians & the Future of Law Firms,"Furlong, Jordan",24 AALL Spectrum 23 (2019-2020),Issue 2,article,
"Leader Profile: Volunteer, Initiate Change & Stay Active","Butler, Patrick H.",24 AALL Spectrum 26 (2019-2020),Issue 2,notes,Leadership
Ask a Director: Shaping Legal Data Analytics,"Stouffer, Christine M.;Baker, Jamie J.",24 AALL Spectrum 30 (2019-2020),Issue 2,notes,Leadership
Celebrating 30 Years of AALL's Legislative Advocacy Program,"Melnick, Todd",24 AALL Spectrum 32 (2019-2020),Issue 2,notes,Advocacy
A Closer Look at the European Union Copyright Directive,"Reis, Sarah",24 AALL Spectrum 35 (2019-2020),Issue 2,notes,Advocacy
Talking Tech: Powerful Password and Authentication Tools for Improving the Use of Online Legal Research Databases,"Davison, Andre",24 AALL Spectrum 39 (2019-2020),Issue 2,notes,Technology
Bridging All the Gaps: An Ongoing Discussion,"Florio, Emily R.;Alayan, Kristina J.",24 AALL Spectrum 42 (2019-2020),Issue 2,notes,Community
Vendor Voice: LawInsider Tackles Complex Agreement Language,,24 AALL Spectrum 45 (2019-2020),Issue 2,notes,Business Edge
Practical Competitive Intelligence: The Power of CI Checklists,"Miles, Kevin",24 AALL Spectrum 48 (2019-2020),Issue 2,notes,Business Edge
Managing up,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",24 AALL Spectrum 50 (2019-2020),Issue 2,notes,Reference Desk
2019 AALL Executive Leadership Institute,,24 AALL Spectrum 52 (2019-2020),Issue 2,notes,Wild Card
Continuous Professional Development,"Lastres, Steven A.",24 AALL Spectrum 1 (2019-2020),Issue 3,notes,Editor's Note
,,24 AALL Spectrum 2 (2019-2020),Issue 3,contents,Table of Contents
Good Leaders Never Stop Learning,"Cosby, Michelle",24 AALL Spectrum 5 (2019-2020),Issue 3,comments,President's Message
Trending: 2019 AALL Salary Survey,,24 AALL Spectrum 7 (2019-2020),Issue 3,notes,Up Front
Member Profile: Vantage Point,"Rodriguez, Marcelo",24 AALL Spectrum 8 (2019-2020),Issue 3,notes,Up Front
News & Notes,,24 AALL Spectrum 9 (2019-2020),Issue 3,notes,Up Front
Shelf Life: Leadership Recs,,24 AALL Spectrum 11 (2019-2020),Issue 3,notes,Up Front
Fostering a Culture of Teamwork around Continuous Professional Development,"Miguel-Stearns, Teresa",24 AALL Spectrum 12 (2019-2020),Issue 3,article,
Developing Leadership Influence: Key Takeaways from the American Association of Law Libraries' (AALL) Inaugural Executive Leadership Institute,"Robak, Michael",24 AALL Spectrum 17 (2019-2020),Issue 3,article,
"A Smarter Way to Make Early and Mid-Career Decisions: Tips for Evaluating Your Interests, Setting Priorities, and Building a Network","Drake, Alyson;Runge, Franklin L.;Williams, Austin Martin",24 AALL Spectrum 20 (2019-2020),Issue 3,article,
Leader Profile: The Crash That Lead to a Career,"Estes, Mark E.",24 AALL Spectrum 24 (2019-2020),Issue 3,notes,Leadership
Ask a Director: Leading in Turbulent Times,"Williams, Austin Martin;Walker, David C.",24 AALL Spectrum 28 (2019-2020),Issue 3,notes,Leadership
Talking Tech: The Evolving Market for Company Information,"Flanagan, G. Patrick",24 AALL Spectrum 31 (2019-2020),Issue 3,notes,Technology
Using Webinars to Build Community,"Hamilton, Deborah",24 AALL Spectrum 34 (2019-2020),Issue 3,notes,Community
Knowledge to the Rescue!: The Innovative Deployment of Information Professionals,"Bailey, Scott D.;Simms, Katherine P.",24 AALL Spectrum 36 (2019-2020),Issue 3,notes,Education
"AALL Salary Survey Provides Updates on Compensation, Staffing & Budgets",,24 AALL Spectrum 40 (2019-2020),Issue 3,notes,Research
Vendor Voice: Putting Learning into Perspective with the Practising Law Institute,,24 AALL Spectrum 45 (2019-2020),Issue 3,notes,Business Edge
Practical Competitive Intelligence: Standard & Non-Standard Competitive Intelligence Resources,"Miles, Kevin",24 AALL Spectrum 48 (2019-2020),Issue 3,notes,Business Edge
Reference Desk: Dealing with Burnout,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",24 AALL Spectrum 50 (2019-2020),Issue 3,notes,Business Edge
2019 AALL Competitive Intelligence Foundations,,24 AALL Spectrum 52 (2019-2020),Issue 3,notes,Wild Card
Education & the next Frontier,"Lastres, Steven A.",24 AALL Spectrum 1 (2019-2020),Issue 4,notes,Editor's Note
,,24 AALL Spectrum 2 (2019-2020),Issue 4,contents,Table of Contents
"Empower Yourself: AALL Publications, Programs, and Meetings","Cosby, Michelle",24 AALL Spectrum 5 (2019-2020),Issue 4,comments,President's Message
Trending: AALL Education,,24 AALL Spectrum 7 (2019-2020),Issue 4,notes,Up Front
Member Profile: Vantage Point,"McHenry, Michael",24 AALL Spectrum 8 (2019-2020),Issue 4,notes,Up Front
News & Notes,,24 AALL Spectrum 10 (2019-2020),Issue 4,notes,Up Front
Shelf Life: Relationship Recs,,24 AALL Spectrum 11 (2019-2020),Issue 4,notes,Up Front
Engage!: The next-Gen of Online Instruction,"Lipford, Amy;Crandall, Kathryn",24 AALL Spectrum 12 (2019-2020),Issue 4,article,
Building Strategic Partnerships through Collaboration between Law Libraries,"Carpino, Lindsey;Mentkowski, Annie;Nejdl, Clanitra Stewart",24 AALL Spectrum 16 (2019-2020),Issue 4,article,
Discovering Diamonds in Your Survey Data,"de Perio Wittman, Jessica;Brown, Katie",24 AALL Spectrum 20 (2019-2020),Issue 4,article,
"Lights, Camera, Action: Creating Screencasting Videos That Engage Viewers","Holahan, Alisa;Noel, Joe;Zhang, Lei",24 AALL Spectrum 23 (2019-2020),Issue 4,article,
Leader Profile: Law Librarianship: A Kind of Kismet,"Williams, Beth",24 AALL Spectrum 26 (2019-2020),Issue 4,notes,Leadership
Ask a Colleague: The Chief Innovation Officer Role,"Monte, Catherine;Lynch, Gina",24 AALL Spectrum 30 (2019-2020),Issue 4,notes,Leadership
Talking Tech: TPACK & SAMR: Real Frameworks for Evaluating Instructional Technology,"Parsons, Patrick",24 AALL Spectrum 33 (2019-2020),Issue 4,notes,Technology
2020 AALL Annual Meeting & Conference: Unmasking Our Potential,,24 AALL Spectrum 38 (2019-2020),Issue 4,notes,Education
Vendor Voice: The inside Scoop on the New LexisNexis Digital Library,,24 AALL Spectrum 43 (2019-2020),Issue 4,notes,Business Edge
Practical Competitive Intelligence: Special Purpose CI Reports,"Miles, Kevin",24 AALL Spectrum 46 (2019-2020),Issue 4,notes,Business Edge
Reference Desk: Tackling Public Speaking,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",24 AALL Spectrum 50 (2019-2020),Issue 4,notes,Business Edge
2020 AALL Annual Meeting: New Orleans,,24 AALL Spectrum 52 (2019-2020),Issue 4,notes,Wild Card
Taking on Tech: Discover What Works Best for You,"Cosby, Michelle",24 AALL Spectrum 1 (2019-2020),Issue 5,comments,President's Message
,,24 AALL Spectrum 2 (2019-2020),Issue 5,contents,Table of Contents
"Understanding the Legal, Ethical & Professional Issues of Using Technology in Law Libraries","Lastres, Steven A.",24 AALL Spectrum 4 (2019-2020),Issue 5,comments,Editor's Note
Trending: Rapid Rise of CINOs,,24 AALL Spectrum 7 (2019-2020),Issue 5,notes,Up Front
Member Profile: Vantage Point,"Le, Avery",24 AALL Spectrum 8 (2019-2020),Issue 5,notes,Up Front
News & Notes,,24 AALL Spectrum 10 (2019-2020),Issue 5,notes,Up Front
Shelf Life: Tech Recs,,24 AALL Spectrum 13 (2019-2020),Issue 5,notes,Up Front
Artificial Intelligence & Implicit Bias: With Great Power Comes Great Responsibility: Addressing the Biases Inherent in the Datasets That Drive AI Applications and Their Algorithms,"Nayyer, Kim P.;Rodriguez, Marcelo;Sutherland, Sarah",24 AALL Spectrum 14 (2019-2020),Issue 5,article,
Pitching for Home Runs: Victory at AALL's Innovation Tournament,"Davison, Andre;Reeve Davis, Allison C.",24 AALL Spectrum 17 (2019-2020),Issue 5,article,
A Closer Look at the Caselaw Access Project,"Ching, Tina S.;Eiseman, Jason;Nevers, Shawn G.",24 AALL Spectrum 20 (2019-2020),Issue 5,article,
Leader Profile: Law Librarianship: Embracing Esprit de Corps,"Laskowski, Casandra",24 AALL Spectrum 24 (2019-2020),Issue 5,notes,Leadership
Ask a Director: Information Security Concerns,"Lambert, Greg",24 AALL Spectrum 28 (2019-2020),Issue 5,notes,Leadership
"Claiming Our Diversity, Celebrating Our Common Ground","de la Torre, Victoria;Rodriguez, Marcelo",24 AALL Spectrum 30 (2019-2020),Issue 5,notes,Community
Talking Tech: Playing by the Digital Era's Rules,"Hunter, Pia M.",24 AALL Spectrum 33 (2019-2020),Issue 5,notes,Technology
Meet Jim Kwik,"Kwik, Jim",24 AALL Spectrum 36 (2019-2020),Issue 5,notes,Education
Leveraging Open Educational Resources & Affordable Course Materials in Legal Education,"Davis, Lisa;Neary, Mary Ann",24 AALL Spectrum 40 (2019-2020),Issue 5,notes,Education
Rethinking the Scholarly Legal Publishing Life Cycle,"Holt, David Brian;Beck, Erik",24 AALL Spectrum 44 (2019-2020),Issue 5,notes,Education
Vendor Voice: LegalMation's AI-Fueled Journey,,24 AALL Spectrum 47 (2019-2020),Issue 5,notes,Business Edge
Practical Competitive Intelligence: Using Graphics in CI Reports,"Miles, Kevin",24 AALL Spectrum 50 (2019-2020),Issue 5,notes,Business Edge
