,Title,Author,Citation,Issue,Type ,Description,Year
748,"Future Gate to Scholarly Legal Information, The","George, Paul",9 AALL Spectrum 1 (2004-2005),Issue 6,article,Feature: Members' Briefing,2004
749,Appreciating Architecture,"Healey, Paul D.",9 AALL Spectrum 1 (2004-2005),Issue 7,comments,Letter from the Editor,2004
751,Desperate Times Call for Practical Measures - Tap into the One Billion Web Users with More PR Online,"Johnson, Phill W.",9 AALL Spectrum 8 (2004-2005),Issue 7,article,Feature: Public Relations,2004
752,Changing Spaces,"Healey, Paul D.",9 AALL Spectrum 10 (2004-2005),Issue 7,article,Feature,2004
753,"Encouraging Communication - Though less Space for Books, McMillan Binch's Library Offers More Open Space for Staff and Patrons","Ott, Lenie",9 AALL Spectrum 12 (2004-2005),Issue 7,article,Feature: Changing Spaces,2004
754,Heartbeat of the Law School - Thomas M. Cooley Law School Satellite Campus Renovates an Old Warehouse into a New Law Center,"Honsowitz, Aletha;Strojny, Duane",9 AALL Spectrum 14 (2004-2005),Issue 7,article,Feature: Changing Spaces,2004
755,"Extreme Makeover - UDC David A. Clarke Law School Library Renovation Creates Warm, Inviting Environment for Research and Study","Baker, Brian L.",9 AALL Spectrum 20 (2004-2005),Issue 7,article,Feature: Changing Spaces,2004
756,New Digs for the Supreme Court of Ohio - Law Library's Move to Beautiful Rehabbed Building Not a Pretty Affair,"Kozlowski, Ken",9 AALL Spectrum 22 (2004-2005),Issue 7,article,Feature: Changing Spaces,2004
757,"Let the Sun Shine In - Jenkins Law Library Now a Destination, Not a Book Warehouse","Smith, Regina",9 AALL Spectrum 24 (2004-2005),Issue 7,article,Feature: Changing Spaces,2004
758,Beyond San Antonio - Get a Taste of the Lone Star State with Quick Road Trips from the Annual Meeting,"Hu, Robert",9 AALL Spectrum 26 (2004-2005),Issue 7,article,Feature,2004
760,"Debate Continues, The","Healey, Paul D.",9 AALL Spectrum 1 (2004-2005),Issue 8,comments,Letter from the Editor,2004
762,Finding Inspiration in the Oddest Places - Awareness of Your Surroundings Can Lead to Innovative PR Ideas,"MacMillan, Bridget",9 AALL Spectrum 8 (2004-2005),Issue 8,article,Feature: Public Relations,2004
763,Elevating Form above Substance - A Reply to Jim Milles and His Assumptions about Approaches to Teaching Legal Research,"Shear, Joan",9 AALL Spectrum 10 (2004-2005),Issue 8,comments,Feature,2004
764,Author of New York Legal Research Guide Wins Andrews Award - William H. Manz to Be Honored at Annual Meeting,"Estes, Mark",9 AALL Spectrum 16 (2004-2005),Issue 8,article,Feature,2004
765,"Three Named as Recipients of Marian Gould Gallagher Distinguished Service Award - Charles R. Dyer, Roy M. Mersky, and Michael S. Miller Recognized for Dedication to Profession, Association","David, Shirley Hart",9 AALL Spectrum 18 (2004-2005),Issue 8,article,Feature,2004
766,"Strategize in San Antonio - AALL 2005 Annual Meeting Promises to Educate, Stimulate, and Invigorate","Brunner, Karen B.",9 AALL Spectrum 20 (2004-2005),Issue 8,notes,Feature,2004
767,History Rules,"Healey, Paul D.",9 AALL Spectrum 1 (2004-2005),Issue 9,comments,Letter from the Editor,2004
769,"Financial Responsibility of Today's Law Firm Librarian - Accountability for Your Firm's Dollars Has Become a Public Relations Tool, The","Ball, Stephanie",9 AALL Spectrum 8 (2004-2005),Issue 9,article,Feature,2004
770,Milestones in Academic Law Libraries,"Christiansen, Margaret;Knott, Christopher",9 AALL Spectrum 10 (2004-2005),Issue 9,article,Feature,2004
771,Back to the Web's Beginning - Search Engines Have Come a Long Way in a Short Amount of Time,"Wells, Mary L.",9 AALL Spectrum 14 (2004-2005),Issue 9,article,Feature,2004
772,"Why Bother to Celebrate Our Centennial - AALL's 100th Birthday a Chance to Learn, Bond, and Show Our Stuff","Billings, Carol",9 AALL Spectrum 20 (2004-2005),Issue 9,article,Feature,2004
773,"My Turn at the Right Time - Happy Coincidence Leads to Unique Display, Positive","Anders, Kelly Lynn",9 AALL Spectrum 22 (2004-2005),Issue 9,article,Feature,2004
774,AMPC Uncovered,"Wenger, Jean",9 AALL Spectrum 1 (2004-2005),Issue 9,notes,Feature: Members' Briefing,2004
776,Spectrum Turns 10,"Healey, Paul D.",10 AALL Spectrum 1 (September/October 2005),Issue 1,comments,Letter from the Editor,2005
778,"On a Mission to Market - Law Librarians Can Find Marketing and Publicity Help with Books, Periodicals, and the Web","Engsberg, Mark D.",10 AALL Spectrum 8 (September/October 2005),Issue 1,article,Feature: Public Relations,2005
779,What Did You Think - Two Members Discuss and Review AALL's 98th Annual Meeting and Conference,"Garton, Megan;Matthewman, Anne",10 AALL Spectrum 10 (September/October 2005),Issue 1,article,Feature,2005
780,Looking to the Future of Library Systems - Roy Tennant Shares Top Trends in Library Technology,"Kelleher, Sue E.",10 AALL Spectrum 16 (September/October 2005),Issue 1,article,Feature,2005
781,How to Survive a Library Move - Control the Move instead of It Controlling You,"Murray, Jennifer S.",10 AALL Spectrum 18 (September/October 2005),Issue 1,article,Feature,2005
782,Dr. Searchlove - Or How I Learned to Stop Googling and Love Pre-Coordinate Indexing,"Williams, Mary Elizabeth",10 AALL Spectrum 20 (September/October 2005),Issue 1,article,Feature,2005
783,New Rules for an Old Game - The Future of AALL's Guide to Fair Business Practices,"Raymond, D. Jason",10 AALL Spectrum 22 (September/October 2005),Issue 1,article,Feature,2005
784,"Virtues of Recruitment, the","Healey, Paul D.",10 AALL Spectrum 1 (November 2005),Issue 2,comments,Letter from the Editor,2005
786,It's about Opportunities - Reflections on Celebrating National Library Week,"Shucha, Bonnie",10 AALL Spectrum 8 (November 2005),Issue 2,comments,Feature: Practicing Law Librarianship ,2005
787,"Little Imitation Can Go a Long Way - Learn PR Tips from a Few AALL Excellence in Marketing Award Winners, A","MacMillan, Bridget",10 AALL Spectrum 10 (November 2005),Issue 2,article,Feature: Public Relations,2005
788,"Win-Win Situation - The Benefits of Hosting Law Library Interns and Making Internships Easy to Find, A","Canick, Simon",10 AALL Spectrum 14 (November 2005),Issue 2,article,Feature,2005
789,"Educational Wish List from the Private Sector - Firm Librarian Requests That Library Schools Improve Law Librarianship Training, An","Eastland, Craig",10 AALL Spectrum 16 (November 2005),Issue 2,article,Feature,2005
790,Law Librarianship in the Law School Curriculum - Regent University Introduces Law Students to the Profession through New Course,"Oates, Charles H.",10 AALL Spectrum 18 (November 2005),Issue 2,article,Feature,2005
791,Giving Back to Your Profession - AAll's New Planned Giving Program Allows Members to Leave a Lasting Legacy on the Profession,"Meadows, Judith",10 AALL Spectrum 22 (November 2005),Issue 2,article,Feature,2005
793,Documenting Our Profession,"Healey, Paul D.",10 AALL Spectrum 1 (December 2005),Issue 3,comments,Letter from the Editor,2005
795,It's a Wrap - Day in the Life Photo Contest a Rousing Success,"Johnson, Phill",10 AALL Spectrum 4 (December 2005),Issue 3,notes,Feature: Public Relations,2005
798,AALL and Vendors Partner for Fair Business Practices - AALL Guide Receives Ongoing Support from Legal Publishers,"Todd, Kay Moller",10 AALL Spectrum 16 (December 2005),Issue 3,article,Feature,2005
799,Pennies from Heaven to Libraries - How to Make the Most of a One-Time Funding Allocation,"Dugan, Joanne P.",10 AALL Spectrum 18 (December 2005),Issue 3,article,Feature: Practicing Law Librarianship ,2005
800,It's Worth the Effort - Why You Should Submit an Article to the AALL/LexisNexis Call for Papers Awards Program,"Rastorfer, Renee",10 AALL Spectrum 20 (December 2005),Issue 3,article,Feature,2005
802,Celebrating Our Differences,"Healey, Paul D.",10 AALL Spectrum 1 (February 2006),Issue 4,comments,Letter from the Editor,2006
804,Teaching Legal Research to the Public - What We Can Do to Serve the Public and Gain Supporters for Our Libraries,"Seeger, Paula",10 AALL Spectrum 8 (February 2006),Issue 4,article,Feature: Practicing Law Librarianship ,2006
805,Even Law Libraries Need a Brand - How to Identify Your Library's Brand and Use It to Its Full Potential,"Fowler, Susan",10 AALL Spectrum 10 (February 2006),Issue 4,article,Feature: Public Relations,2006
806,La Solucion Seremos Todos (We Will All Be the Solution) - Why the AALL Latino Caucus Matters to You,"Kim-Prieto, Dinnis C.",10 AALL Spectrum 12 (February 2006),Issue 4,article,Feature,2006
807,"Is the Law Library a Woman's World - An Examination of How, If at All, Gender Is a Factor in Law Librarianship","Rumsey, Mary",10 AALL Spectrum 16 (February 2006),Issue 4,article,Feature,2006
808,Community Within - Why the Heck Is There a Standing Committee for Lesbian and Gay Issues Anyway,"Embser-Herbert, Elvira",10 AALL Spectrum 18 (February 2006),Issue 4,article,Feature,2006
809,"Under a Bushel - How to Ignite Law Librarians' Compensation, Recruitment, and Job Satisfaction","Slade, Ellie",10 AALL Spectrum 24 (February 2006),Issue 4,article,Feature,2006
810,"Self-Fulfilling Shortage - By Expecting More from New Law Librarians, We May Be Restricting the Profession and Limiting Opportunities, A","Kaskey, Sid",10 AALL Spectrum 28 (February 2006),Issue 4,comments,Feature: Perspective,2006
812,How We Serve the Public,"Healey, Paul D.",10 AALL Spectrum 1 (March 2006),Issue 5,comments,Letter from the Editor,2006
814,In the Trenches of Law Librarianship - Assessing a Special Collection from Ground Zero,"Etheredge, Stacy",10 AALL Spectrum 8 (March 2006),Issue 5,article,Feature: Practicing Law Librarianship,2006
815,Ask the Experts - PR Professionals Forecast Trends in Public Relations,"MacMillan, Bridget",10 AALL Spectrum 10 (March 2006),Issue 5,article,Feature: Public Relations,2006
816,Going Public - How Law Libraries of All Types and Sizes Serve the General Population,"Kelly, James",10 AALL Spectrum 12 (March 2006),Issue 5,article,Feature,2006
817,"Evolution of Public Law Libraries, The","Adams, Lauren;Smith, Regina",10 AALL Spectrum 16 (March 2006),Issue 5,article,Feature,2006
818,Steps to Releasing Your Inner Public Speaker - How to Conquer Your Fear and Add to Your Job Skills,"Murray, Jennifer S.",10 AALL Spectrum 18 (March 2006),Issue 5,article,Feature,2006
819,Images from a Library - Reflections on a Photo and a Profession,"Ching, Tina S.",10 AALL Spectrum 20 (March 2006),Issue 5,comments,Feature ,2006
820,St. Louis Is in the Air,"Healey, Paul D.",10 AALL Spectrum 1 (April 2006),Issue 6,comments,Letter from the Editor,2006
822,Evaluating Patron Privacy on Your ILS - How to Protect the Confidentiality of Your Patron Information,"Engstrom, Barbara Swatt;Hartley, Jan;Kezele, Susan;Phillips, Kara",10 AALL Spectrum 4 (April 2006),Issue 6,article,Feature: Practicing Law Librarianship ,2006
823,Go Fish - Seattle's Pike Place Fish Market Offers Inspiration for Exceptional Customer Service,"Brown, Linda C.",10 AALL Spectrum 6 (April 2006),Issue 6,article,Feature: Public Relations,2006
824,"Blurring the Lines - Law Firm Libraries and Business Development Departments Share More Duties, Sometimes Share Credit","Peros, Janet",10 AALL Spectrum 8 (April 2006),Issue 6,article,Feature,2006
825,"Lecture as Active Learning - Why Intellectual Gaps cannot Be Bridged without Assistance ... in the Form of a Lecture, The","Hart, James W.",10 AALL Spectrum 10 (April 2006),Issue 6,article,Feature,2006
826,Beyond the Spectrum - How AALL Has Benefited an International Member,"Noordin, Shaikh Mohamed",10 AALL Spectrum 12 (April 2006),Issue 6,comments,Feature:Perspective ,2006
827,St. Louis 101 - Explore the Sites and Sounds of Neighborhoods beyond the Major Attractions,"Albertus, Kris",10 AALL Spectrum 14 (April 2006),Issue 6,notes,Feature,2006
828,Promoting Law Librarians to the Legal Community,"Warren, Gail",10 AALL Spectrum 1 (April 2006),Issue 6,notes,Members' Briefing,2006
829,"Library Remodel Veteran, A","Healey, Paul D.",10 AALL Spectrum 1 (May 2006),Issue 7,comments,Letter from the Editor,2006
831,"Mission to Transition - How to Help Your Staff Make the Switch from Print to Online Resources, A","Corman, Sheila",10 AALL Spectrum 10 (May 2006),Issue 7,article,Feature: Practicing Law Librarianship  ,2006
832,Use Best Practices to Promote Your Library - Four Basic Principles to Ensure PR Success,"Postar, Adeen",10 AALL Spectrum 12 (May 2006),Issue 7,article,Feature: Public Relations,2006
833,Thinking about Library Space,"Healey, Paul D.",10 AALL Spectrum 15 (May 2006),Issue 7,article,Feature,2006
834,What Can $25 Million Do for You - Renovation Doubles the University of Florida's College of Law Library,"O'Brien, Maryellen",10 AALL Spectrum 16 (May 2006),Issue 7,article,Feature,2006
835,Collection Transformation - Librarians at Case Define and Manage Onsite Working Collection during and after Renovation,"Jones, D.R.;Myers, Robert R.",10 AALL Spectrum 20 (May 2006),Issue 7,article,Feature,2006
836,More Bang for the Buck - Spotlight for Smith Currie Hancock Library Now on Core Practice Resources and Services,"Gaylor, Philleatra",10 AALL Spectrum 22 (May 2006),Issue 7,article,Feature,2006
837,Restoration and Regeneration - How the Social Law Library Found New Life in an Old Home,"Brink, Robert J.",10 AALL Spectrum 24 (May 2006),Issue 7,article,Feature,2006
838,Resourceful and Tough - The Fifth Circuit Libraries Pull Together to Weather Hurricanes,"Hale-Janeke, Amy;Laws, Jennifer",10 AALL Spectrum 28 (May 2006),Issue 7,article,Feature,2006
839,It's a Drive - Holy Cow - It's Outta Here - There Is Plenty to See and Do outside of the St. Louis Cardinals' Hometown,"Custer, Joseph A.",10 AALL Spectrum 32 (May 2006),Issue 7,article,Feature,2006
841,What Is Spectrum About,"Healey, Paul D.",10 AALL Spectrum 1 (June 2006),Issue 8,comments,Letter from the Editor,2006
843,"Podcasting, Vodcasting, and Law Libraries: How to Understand the Newest ""it"" Technology and Use It in Your Library","Balleste, Roy;Rosenberg, Jason;Smith-Butler, Lisa",10 AALL Spectrum 8 (June 2006),Issue 8,article,Feature: Practicing Law Librarianship ,2006
844,Law Firm Marketing Debacles - Learning the Hard Way Where and How to Target Our Messages,"LeDoux, Elizabeth",10 AALL Spectrum 12 (June 2006),Issue 8,article,Feature,2006
845,"Our Century of Change: Pioneering Innovations - AALL 2006 Annual Meeting Will Celebrate Our Accomplishments, Anticipate the Next Century of Information","Wenger, Jean M.",10 AALL Spectrum 14 (June 2006),Issue 8,notes,Feature,2006
846,"Ethics of Electronic Record Sharing, The","Bintliff, Barbara A.;Briscoe, Georgia",10 AALL Spectrum 16 (June 2006),Issue 8,comments,Feature: Perspective,2006
847,Christopher T. Anglim Wins Andrews Award - Author of Partnership Law Bibliography to Be Honored at Annual Meeting,"Rush, Mila",10 AALL Spectrum 18 (June 2006),Issue 8,notes,Feature,2006
848,Inflexibility or Complexity - A Response to Sid Kaskey's View That the Profession Defines Qualified Law Librarian Too Narrowly,"Lee, Sarah Hooke",10 AALL Spectrum 20 (June 2006),Issue 8,comments,Feature: Perspective,2006
849,"Look at What's Ahead for the Profession, A","Healey, Paul D.",10 AALL Spectrum 1 (July 2006),Issue 9,comments,Letter from the Editor,2006
851,Use History & Holidays to Market Your Library - Draw People into Your Library with Celebrations and Displays,"Jones, Julie",10 AALL Spectrum 7 (July 2006),Issue 9,article,Feature: Public Relations,2006
852,"Wiki Wiki (Quick) Introduction to the Wide World of Wikis - Learn How to Use This Powerful Content Management Application for Research and to Organize Projects, A","Ginsberg, Deborah",10 AALL Spectrum 8 (July 2006),Issue 9,comments,Feature: Practicing Law Librarianship ,2006
853,Law Firm Libraries in the 21st Century - Law Firm Librarians Will Need to Find Their Voices to Ensure Their Relevance in the Next 100 Years,"Todd, Kay Moller",10 AALL Spectrum 12 (July 2006),Issue 9,article,Feature                ,2006
